代號,名稱,產業,評分,ROE(%),PE,PB,殖利率(%),負債率(%)
1537,廣隆,電機機械,7.25,19.64,19.56,4.22,6.02,43.13
5356,協益,電腦及週邊設備業,7.25,21.15,16.5,4.01,6.99,61.16
2890,永豐金,金融保險業,7.25,14.81,15.59,1.75,7.41,58.71
8096,擎亞,電子通路業,7.23,16.72,9.45,3.56,6.2,44.96
1513,中興電,電機機械,7.23,26.39,35.59,1.42,6.22,30.8
5016,松和,鋼鐵工業,7.23,13.74,20.61,1.84,6.36,26.0
020011,統一微波高息20N,其他,7.22,22.8,21.46,4.23,5.64,59.28
00865B,國泰US短期公債,其他,7.21,12.24,14.79,2.25,6.79,30.21
7791,皇家可口,其他,7.2,28.77,24.56,3.52,7.8,54.43
6806,森崴能源,綠能環保,7.2,25.65,28.32,1.13,6.85,61.01
2430,燦坤,電子通路業,7.2,16.48,18.19,4.62,7.87,39.78
6492,生華科,生技醫療業,7.19,21.35,19.81,4.46,5.79,59.0
9934,成霖,居家生活,7.18,16.31,18.13,4.59,6.42,34.42
00862B,中信投資級公司債,其他,7.17,25.72,29.8,4.25,6.13,33.71
8103,瀚荃,電子零組件業,7.17,21.29,5.09,1.7,7.28,60.54
00929,復華台灣科技優息,其他,7.16,10.99,12.31,1.36,6.58,40.86
6770,力積電,半導體業,7.16,26.26,24.94,3.73,5.87,55.59
006208,富邦台50,其他,7.16,10.31,15.3,1.54,7.74,30.67
2420,新巨,電子零組件業,7.14,24.59,22.06,4.58,5.59,69.45
6661,威健生技,生技醫療業,7.13,18.47,21.49,3.46,7.34,31.19
6969,成信實業*-創,其他,7.13,23.96,28.8,1.87,6.37,57.33
1309,台達化,塑膠工業,7.11,17.96,28.47,0.57,6.44,36.47
5302,太欣,半導體業,7.11,19.56,6.3,2.27,7.88,57.93
2454,聯發科,半導體業,7.1,21.69,20.74,5.24,6.8,55.0
00720B,元大投資級公司債,其他,7.1,22.01,26.46,2.59,6.09,44.04
3707,漢磊,半導體業,7.1,29.8,30.4,2.87,5.49,49.94
1305,華夏,塑膠工業,7.09,20.38,5.43,4.46,7.92,48.28
00988A,主動統一全球創新,其他,7.09,27.46,30.48,4.53,7.03,36.57
2751,王座,其他,7.08,22.39,24.62,4.3,7.3,45.69
6472,保瑞,生技醫療業,7.08,20.19,25.4,3.5,6.43,24.91
3036A,文曄甲特,其他,7.07,28.68,34.43,1.26,7.9,45.81
6742,澤米,光電業,7.07,13.7,7.96,2.62,6.97,37.71
1464,得力,紡織纖維,7.07,11.26,9.26,1.04,5.41,41.04
6241,易通展,通信網路業,7.05,23.24,34.77,1.42,7.38,35.66
00830,國泰費城半導體,其他,7.05,11.23,21.24,0.9,6.0,28.64
5287,數字,數位雲端,7.04,29.21,35.9,0.82,7.0,46.35
6417,韋僑,通信網路業,7.03,27.66,37.21,1.42,5.48,37.76
00758B,復華能源債,其他,7.03,17.17,28.03,0.65,6.12,36.55
00646,元大S&P500,其他,7.03,9.26,13.36,0.66,7.54,47.14
7704,明遠精密,其他,7.03,16.78,8.32,2.13,6.92,58.69
4745,合富-KY,生技醫療業,7.02,13.12,20.27,0.99,7.38,41.3
8227,巨有科技,半導體業,7.02,10.99,9.25,2.65,6.75,25.44
6574,霈方,生技醫療業,7.01,15.29,20.74,1.94,7.2,44.13
2851,中再保,金融保險業,7.01,19.89,19.36,3.34,7.5,50.49
6169,昱泉,文化創意業,7.01,13.2,24.17,0.7,5.1,23.93
3321,同泰,電子零組件業,7.01,15.47,8.54,1.06,5.89,66.81
00687B,國泰20年美債,其他,7.0,18.88,24.35,1.16,7.68,58.7
4406,新昕纖,紡織纖維,7.0,16.5,5.05,2.99,6.55,33.63
4175,杏一,生技醫療業,6.99,15.81,7.26,4.29,7.93,34.72
6841,長佳智能,生技醫療業,6.99,20.87,24.59,1.0,6.04,66.2
4160,訊聯基因,生技醫療業,6.99,17.56,16.44,2.28,7.83,64.04
2945,三商家購,貿易百貨業,6.98,18.34,22.52,3.64,6.39,38.11
1540,喬福,電機機械,6.97,14.7,8.18,1.84,7.58,55.66
1441,大東,紡織纖維,6.97,18.28,12.58,3.94,5.5,65.55
006206,元大上證50,其他,6.97,29.25,36.49,0.66,6.12,45.89
4533,協易機,電機機械,6.96,18.18,11.53,4.48,6.88,64.47
5347,世界,半導體業,6.95,28.58,35.44,2.32,6.53,28.36
6266,泰詠,電子零組件業,6.95,11.54,10.38,3.56,7.56,21.12
00786B,元大10年IG銀行債,其他,6.94,10.94,7.99,1.84,5.4,32.96
2312,金寶,其他電子業,6.94,29.66,31.75,2.87,5.33,40.35
009805,新光美國電力基建,其他,6.93,21.5,27.19,4.1,6.68,31.96
1310,台苯,塑膠工業,6.93,26.93,39.37,0.98,6.15,30.7
1539,巨庭,電機機械,6.92,19.39,21.95,4.62,6.14,43.17
5285,界霖,半導體業,6.92,22.37,33.4,0.84,5.66,49.4
4942,嘉彰,光電業,6.91,12.22,13.99,1.78,6.7,52.14
1734,杏輝,生技醫療業,6.9,27.63,32.12,2.64,6.05,47.72
2524,京城,建材營造業,6.9,13.05,7.57,1.58,6.54,44.35
4528,江興鍛,電機機械,6.89,12.66,15.7,3.24,5.02,32.85
2330,台積電,半導體業,6.89,20.34,24.43,7.76,7.48,21.13
00908,富邦入息REITs+,其他,6.88,13.44,19.31,0.95,7.6,58.95
1213,大飲,食品工業,6.88,28.51,37.27,1.92,5.9,32.49
5007,三星,鋼鐵工業,6.88,19.92,25.51,3.23,7.23,30.32
00636,國泰中國A50,其他,6.88,20.3,18.48,4.12,6.99,67.33
01001T,土銀富邦R1,其他,6.87,21.59,25.26,1.87,7.22,63.14
2061,風青,電器電纜,6.86,21.28,27.44,4.67,7.64,33.94
3018,隆銘綠能,其他電子業,6.86,26.16,34.92,2.99,6.88,30.28
6843,進典,電機機械,6.86,9.15,13.64,2.49,6.68,25.08
6116,彩晶,光電業,6.85,28.61,33.72,3.82,7.16,23.41
00697B,元大美債7-10,其他,6.85,21.26,22.49,3.29,7.96,51.65
6233,旺玖,半導體業,6.84,8.34,19.16,0.65,7.96,27.71
6224,聚鼎,電子零組件業,6.84,17.0,19.42,3.16,6.83,44.58
3005,神基,電腦及週邊設備業,6.84,12.79,16.33,3.58,6.12,35.14
3557,嘉威,居家生活,6.83,18.99,5.21,4.48,5.27,45.94
3672,康聯訊,通信網路業,6.83,28.42,37.64,1.88,7.81,32.41
4503,金雨,電機機械,6.83,22.3,26.55,2.43,6.77,57.58
6510,精測,半導體業,6.82,8.78,19.86,0.61,5.02,29.6
6170,統振,通信網路業,6.81,15.85,7.91,3.15,5.24,49.5
5880,合庫金,金融保險業,6.81,9.51,19.64,1.44,7.99,21.37
5212,凌網,資訊服務業,6.81,11.63,13.09,3.15,7.87,38.55
1714,和桐,化學工業,6.81,13.52,10.53,3.96,5.78,45.83
6235,華孚,電腦及週邊設備業,6.81,24.21,31.74,3.24,6.26,31.11
00898,國泰基因免疫革命,其他,6.81,10.7,10.19,4.19,7.7,23.26
4741,泓瀚,化學工業,6.8,7.45,15.79,1.6,6.4,20.18
2355,敬鵬,電子零組件業,6.8,11.84,15.4,0.95,7.97,60.19
6782,視陽,生技醫療業,6.8,22.44,27.0,2.1,6.91,58.69
4754,國碳科,化學工業,6.79,14.4,20.08,3.63,5.96,25.4
1473,台南,紡織纖維,6.79,20.29,21.73,2.83,6.48,69.98
4441,振大環球,其他,6.79,24.09,31.79,3.16,7.5,34.15
6620,漢達,其他,6.77,26.99,25.67,4.48,7.75,61.88
6669,緯穎,電腦及週邊設備業,6.76,11.49,16.49,4.47,7.04,24.64
3708,上緯投控,綠能環保,6.76,21.7,28.85,2.55,7.13,46.73
00924,復華S&P500成長,其他,6.76,6.29,9.45,1.35,7.76,23.7
00728,第一金工業30,其他,6.75,20.94,34.16,1.78,5.24,27.87
3363,上詮,通信網路業,6.75,19.86,24.02,4.79,7.53,44.61
00899,FT潔淨能源,其他,6.74,15.68,27.26,1.74,6.44,26.34
3259,鑫創,半導體業,6.74,28.79,28.39,2.61,6.5,69.46
2887,台新新光金,金融保險業,6.74,10.04,20.96,1.16,7.0,24.53
3052,夆典,建材營造業,6.73,15.6,20.96,4.98,5.14,39.56
6821,聯寶,電子零組件業,6.73,29.18,30.96,4.97,5.34,48.88
5425,台半,半導體業,6.71,26.05,34.94,4.59,7.44,21.61
1522A,堤維西甲特,汽車工業,6.7,14.96,15.36,4.13,5.89,57.71
2937,集雅社,居家生活,6.7,21.71,26.89,4.22,5.71,47.0
2545,皇翔,建材營造業,6.69,15.79,21.56,1.88,7.32,57.52
9955,佳龍,綠能環保,6.69,24.74,33.46,4.82,6.57,37.65
3570,大塚,資訊服務業,6.69,24.89,37.43,2.82,7.62,26.36
3188,鑫龍騰,建材營造業,6.69,12.78,12.81,3.25,7.39,47.03
2022,聚亨,鋼鐵工業,6.69,23.83,24.78,4.75,7.17,64.19
6862,三集瑞-KY,其他,6.69,12.18,18.02,3.61,5.81,25.44
6281,全國電,電子通路業,6.68,10.84,11.29,2.0,5.85,41.74
6203,海韻電,電子零組件業,6.68,14.06,24.35,1.65,7.73,30.08
3231,緯創,電腦及週邊設備業,6.68,13.67,18.85,2.87,6.91,41.69
6728,上洋,居家生活,6.68,22.4,22.93,4.57,5.79,65.26
00712,復華富時不動產,其他,6.68,13.27,27.04,0.54,7.46,22.02
4576,大銀微系統,電機機械,6.67,11.81,20.14,2.84,5.28,22.37
1225,福懋油,食品工業,6.67,29.17,37.76,2.61,6.22,22.25
1323,永裕,塑膠工業,6.67,27.83,31.52,2.09,6.82,52.7
3092,鴻碩,電子零組件業,6.67,26.75,33.96,2.34,6.61,42.25
4192,杏國,生技醫療業,6.67,15.99,24.51,2.04,6.79,35.71
3006,晶豪科,半導體業,6.66,11.21,16.94,1.48,6.19,55.77
5244,弘凱,光電業,6.66,22.21,30.37,3.11,5.77,34.56
6556,勝品,光電業,6.65,17.12,9.21,3.56,6.03,69.87
1533,車王電,汽車工業,6.65,6.76,18.58,0.94,5.41,23.18
8028,昇陽半導體,半導體業,6.64,20.96,33.87,0.66,5.05,40.83
006204,永豐臺灣加權,其他,6.63,22.7,28.75,2.2,7.26,50.82
5288,豐祥-KY,電機機械,6.63,11.8,8.84,4.76,7.27,36.12
2363,矽統,半導體業,6.63,18.89,33.7,0.9,6.9,36.15
7782,光速火箭,其他,6.63,24.15,25.74,4.96,6.21,64.4
00926,凱基全球菁英55,其他,6.62,11.97,8.64,2.02,7.63,44.03
5015,華祺,鋼鐵工業,6.62,12.41,20.1,2.73,5.56,31.29
6414,樺漢,電腦及週邊設備業,6.61,10.46,23.87,0.69,7.27,24.62
1459,聯發,紡織纖維,6.61,15.22,7.35,1.75,5.53,68.05
2431,聯昌,電子零組件業,6.61,29.5,26.99,4.88,5.37,60.56
00900,富邦特選高股息30,其他,6.61,25.45,38.23,2.08,6.51,25.97
3169,亞信,半導體業,6.61,12.12,18.55,1.47,6.21,51.53
00913,兆豐台灣晶圓製造,其他,6.6,14.09,13.85,3.08,5.28,59.04
2413,環科,電子零組件業,6.6,14.81,5.99,1.6,5.04,58.93
00841B,凱基AAA-AA公司債,其他,6.59,14.78,5.97,3.43,6.49,34.22
4571,鈞興-KY,電機機械,6.58,18.14,23.07,4.12,6.41,46.35
4534,慶騰,電機機械,6.58,15.65,27.27,0.99,7.06,48.67
4771,望隼,生技醫療業,6.57,21.63,27.86,4.95,7.07,42.01
00731,復華富時高息低波,其他,6.57,16.81,5.74,2.21,7.39,55.15
6875,國邑*,生技醫療業,6.57,23.29,32.55,2.38,6.94,46.01
6231,系微,資訊服務業,6.55,17.07,24.46,1.51,5.6,53.1
6877,鏵友益,其他電子業,6.53,9.69,16.0,3.88,7.16,21.77
5508,永信建,建材營造業,6.53,24.03,31.35,4.99,6.06,48.74
6823,濾能,半導體業,6.52,15.44,22.48,4.86,5.51,38.05
5481,新華,其他業,6.52,18.56,34.15,0.94,5.96,33.66
00708L,期元大S&P黃金正2,其他,6.52,13.96,18.02,4.05,6.84,41.15
9110,越南控-DR,其他,6.52,13.16,23.25,1.03,7.28,47.2
4956,光鋐,光電業,6.52,19.16,27.5,3.79,7.24,30.06
4190,佐登-KY,生技醫療業,6.52,11.7,12.25,4.23,7.19,42.62
2755,揚秦,觀光餐旅,6.5,10.94,19.13,1.54,5.19,43.88
3058,立德,電子零組件業,6.5,7.83,14.13,2.78,5.47,38.88
6637,醫影,其他,6.5,16.28,18.79,2.8,5.91,63.59
4563,百德,電機機械,6.49,17.03,6.77,2.43,7.98,61.64
6278,台表科,光電業,6.48,12.41,18.81,2.44,6.08,45.73
00890B,凱基ESG BBB債15+,其他,6.48,26.1,38.07,1.53,6.58,40.3
00886,永豐美國科技,其他,6.48,23.41,37.23,2.26,6.28,25.14
7716,昱臺國際,其他,6.48,6.74,14.69,1.41,5.39,49.92
6122,擎邦,電機機械,6.48,13.89,6.96,1.37,7.78,60.1
1336,台翰,電子零組件業,6.47,10.05,19.5,2.86,6.17,22.51
3388,崇越電,電子零組件業,6.47,15.11,11.6,3.75,5.12,61.14
2908,特力,貿易百貨業,6.47,27.66,36.92,4.04,7.45,29.84
5321,美而快,數位雲端,6.46,28.2,35.76,2.78,7.55,44.17
1466,聚隆,紡織纖維,6.46,22.86,39.12,1.2,5.8,34.68
3224,三顧,電子通路業,6.45,7.67,6.52,0.66,5.16,38.74
1341,富林-KY,塑膠工業,6.45,13.45,5.52,3.14,6.71,22.43
8354,冠好,其他業,6.44,21.73,29.07,2.1,7.26,57.82
00737,國泰AI機器人,其他,6.44,19.03,36.69,0.96,5.37,27.36
3213,茂訊,電腦及週邊設備業,6.44,9.53,16.58,3.18,7.44,25.83
5227,立凱-KY,電子零組件業,6.43,12.39,24.21,0.95,7.11,44.94
4919,新唐,半導體業,6.42,9.16,13.93,2.61,7.8,49.07
6560,欣普羅,光電業,6.41,9.14,10.03,2.71,6.77,40.3
009807,台新標普科技精選,其他,6.4,17.82,27.91,3.34,7.17,29.39
8084,巨虹,電子通路業,6.4,25.73,38.77,2.02,5.51,33.71
6125,廣運,光電業,6.39,19.71,24.31,4.07,5.38,55.13
9937,全國,油電燃氣業,6.38,18.16,22.28,4.36,5.91,57.36
8477,創業家,數位雲端,6.38,20.85,23.35,4.99,7.36,65.31
2395,研華,電腦及週邊設備業,6.38,15.09,24.42,4.82,6.8,29.02
6146,耕興,其他電子業,6.37,11.75,21.34,2.54,7.86,39.12
1783,和康生,生技醫療業,6.37,13.22,15.76,2.47,7.9,65.21
3073,天方能源,綠能環保,6.37,14.5,12.95,3.3,6.07,60.83
00950B,凱基A級公司債,其他,6.37,6.43,8.86,0.8,5.03,48.25
6624,萬年清,綠能環保,6.37,26.76,39.02,0.52,5.83,50.76
910861,神州-DR,其他,6.36,5.24,19.02,0.86,7.97,28.82
5871,中租-KY,其他業,6.36,5.99,10.85,1.21,5.0,49.29
8011,台通,通信網路業,6.36,15.81,29.37,0.76,7.74,40.46
1711,永光,化學工業,6.35,15.32,16.23,4.37,7.96,63.23
6598,ABC-KY,生技醫療業,6.34,26.94,34.26,2.61,7.66,53.8
3105,穩懋,半導體業,6.34,5.46,8.72,1.9,6.26,21.88
3466,德晉,通信網路業,6.34,7.14,15.41,2.26,5.87,36.88
2228,劍麟,汽車工業,6.34,16.36,25.25,1.87,6.29,59.02
3583,辛耘,半導體業,6.33,26.54,29.32,4.67,6.5,63.84
3511,矽瑪,電子零組件業,6.33,27.0,34.31,3.95,6.42,49.75
3450,聯鈞,半導體業,6.32,19.88,27.61,2.45,5.07,55.85
009804,聯邦台精彩50,其他,6.32,11.45,20.11,1.34,7.77,53.27
3207,耀勝,電子零組件業,6.31,15.34,25.36,3.27,6.22,24.7
1907,永豐餘,造紙工業,6.3,20.46,36.01,1.84,5.46,33.18
2024,志聯,鋼鐵工業,6.29,7.09,15.82,0.7,5.99,51.35
1788,杏昌,生技醫療業,6.29,5.76,6.48,0.55,6.95,26.62
00989A,主動摩根美國科技,其他,6.28,20.16,28.33,3.65,5.31,49.27
6592B,和潤企業乙特,其他,6.27,7.29,10.28,4.93,5.83,22.78
2023,燁輝,鋼鐵工業,6.27,14.41,20.68,4.94,5.51,47.82
1752,南光,生技醫療業,6.27,28.77,38.6,1.42,5.75,53.47
00678,群益那斯達克生技,其他,6.27,13.13,19.02,3.68,5.68,48.39
2643,捷迅,航運業,6.26,21.69,25.54,3.31,5.64,62.08
2645,長榮航太,航運業,6.26,11.45,19.39,2.85,7.65,45.48
4513,福裕,電機機械,6.26,29.92,37.45,3.79,5.31,39.47
00764B,群益25年美債,其他,6.26,11.92,10.95,3.39,7.88,55.53
2301,光寶科,電腦及週邊設備業,6.25,16.59,26.27,4.49,5.1,39.43
5465,富驊,電腦及週邊設備業,6.25,25.44,32.46,3.34,6.87,56.69
00710B,復華彭博非投等債,其他,6.25,26.58,35.04,3.2,7.52,46.22
00981D,主動中信非投等債,其他,6.24,28.8,38.8,4.52,7.98,26.14
8109,博大,電子零組件業,6.24,23.58,33.2,4.5,6.9,40.98
3293,鈊象,文化創意業,6.23,11.87,8.21,2.97,6.21,57.85
6192,巨路,其他電子業,6.22,10.82,17.56,1.06,6.43,61.54
00883B,中信ESG投資級債,其他,6.22,9.19,22.9,1.48,7.65,39.35
2528,皇普,建材營造業,6.22,13.19,21.98,1.97,7.31,50.86
2070,精湛,電機機械,6.22,15.17,24.62,0.87,7.14,62.07
7788,松川精密,其他,6.22,11.83,20.22,4.22,5.96,30.02
2923,鼎固-KY,建材營造業,6.22,8.48,16.99,1.48,5.19,59.44
1101B,台泥乙特,其他,6.22,24.87,38.79,3.61,5.11,21.15
3002,歐格,電腦及週邊設備業,6.22,27.35,32.76,2.64,5.45,63.23
3206,志豐,電子零組件業,6.21,11.82,20.28,1.78,5.01,59.3
3229,晟鈦,電子零組件業,6.21,13.66,6.52,2.1,6.75,51.31
6720,久昌,其他,6.2,27.88,37.94,3.08,7.64,38.0
00957B,兆豐US優選投等債,其他,6.2,28.42,37.91,3.64,6.76,33.41
2101,南港,橡膠工業,6.2,29.05,30.43,4.78,7.29,69.02
1584,精剛,其他業,6.19,16.09,28.64,0.84,6.71,59.2
6859,伯特光,光電業,6.19,18.99,32.49,1.64,6.14,45.17
00645,富邦日本,其他,6.19,20.19,36.62,0.68,5.77,43.3
8080,泰霖,建材營造業,6.18,23.17,35.68,2.29,6.35,43.08
4106,雃博,生技醫療業,6.18,9.54,12.69,2.33,7.57,55.0
1452,宏益,紡織纖維,6.17,15.97,28.61,2.56,7.63,35.41
9917,中保科,其他業,6.17,28.41,33.13,4.61,5.75,52.71
8488,吉源-KY,其他業,6.17,7.62,12.28,0.99,5.18,65.28
00783,富邦中証500,其他,6.17,27.69,38.17,0.83,6.19,67.88
00755B,群益投資級公用債,其他,6.16,15.97,23.68,4.1,7.63,49.01
6016,康和證,金融保險業,6.16,8.72,20.32,1.0,6.84,47.15
7714,創泓科技,其他,6.15,13.13,12.45,3.6,5.64,63.81
4561,健椿,電機機械,6.15,15.4,28.07,2.57,5.15,39.18
6199,天品,其他業,6.15,19.69,28.75,4.93,5.17,40.27
5529,鉅陞,建材營造業,6.15,7.48,10.44,1.63,7.24,55.1
6108,競國,電子零組件業,6.14,12.43,21.66,2.14,6.29,40.19
3693,營邦,電腦及週邊設備業,6.14,17.42,29.57,4.58,5.26,20.3
1301,台塑,塑膠工業,6.13,22.4,,0.87,5.56,42.64
6591,動力-KY,電腦及週邊設備業,6.13,18.42,33.49,1.41,7.25,40.82
9906,欣巴巴,建材營造業,6.13,25.01,38.54,4.91,7.57,30.8
6616,特昇-KY,居家生活,6.13,10.12,5.05,2.22,6.96,25.46
2103,台橡,橡膠工業,6.13,12.14,18.86,3.47,6.95,46.18
3150,鈺寶-創,其他,6.13,25.07,31.03,4.7,5.74,64.42
6546,正基,通信網路業,6.12,18.59,36.25,1.67,6.48,25.85
4953,緯軟,資訊服務業,6.12,17.96,21.68,4.05,5.89,65.95
00877,復華中國5G,其他,6.12,9.18,11.43,4.55,7.36,46.74
5452,佶優,其他電子業,6.12,28.43,36.09,1.82,7.03,61.77
2316,楠梓電,電子零組件業,6.11,12.74,6.81,3.98,7.52,45.16
1319,東陽,汽車工業,6.11,25.25,36.13,4.42,7.85,49.58
8032,光菱,電子通路業,6.11,21.77,31.89,3.4,6.89,40.8
4153,鈺緯,生技醫療業,6.1,20.16,38.56,1.0,6.28,31.38
3045,台灣大,通信網路業,6.1,19.13,23.43,3.99,7.62,69.07
00771,元大US高息特別股,其他,6.1,12.86,22.59,2.29,7.41,41.43
1709,和益,化學工業,6.09,25.17,31.31,3.6,6.69,61.19
1447,力鵬,紡織纖維,6.09,13.07,15.43,4.15,7.34,66.21
2637,慧洋-KY,航運業,6.09,26.64,33.82,2.01,7.9,61.58
7734,印能科技,其他,6.09,11.98,16.48,4.84,6.3,54.66
1773,勝一,化學工業,6.07,16.21,5.16,2.28,7.6,62.98
5203,訊連,資訊服務業,6.07,13.36,32.25,0.6,7.79,27.48
1436,華友聯,建材營造業,6.06,24.25,33.11,2.7,5.74,63.36
4162,智擎,生技醫療業,6.06,8.66,26.05,0.64,7.04,24.32
2754,亞洲藏壽司,觀光餐旅,6.06,16.22,28.61,3.45,7.81,24.81
5543,桓鼎-KY,建材營造業,6.06,10.1,16.68,4.82,6.66,44.37
4912,聯德控股-KY,電子零組件業,6.05,14.58,25.31,3.78,7.98,38.53
6167,久正,光電業,6.04,8.69,14.87,2.15,6.65,58.24
00686R,群益臺灣加權反1,其他,6.03,8.52,17.34,4.7,6.17,38.35
2739,寒舍,觀光餐旅,6.02,7.87,16.54,3.8,6.27,39.36
1437,勤益控,其他業,6.02,10.4,19.93,4.16,5.33,32.6
6259,百徽,電子零組件業,6.0,21.42,32.33,2.75,6.36,50.19
1440,南紡,紡織纖維,6.0,6.29,22.17,1.19,7.14,21.31
3356,奇偶,光電業,5.99,19.51,32.33,2.94,7.71,43.14
2618,長榮航,航運業,5.99,15.26,32.91,1.33,7.06,30.83
6811,宏碁資訊,數位雲端,5.98,17.63,29.92,4.06,5.87,31.71
8048,德勝,通信網路業,5.97,29.42,39.84,2.72,7.89,47.44
00643K,群益深証中小+R,其他,5.97,6.16,18.5,1.33,5.13,49.2
3011,今皓,電子零組件業,5.97,19.25,33.42,4.05,6.8,25.59
6958,日盛台駿,其他,5.97,29.22,37.36,2.3,5.9,51.72
3019,亞光,光電業,5.96,8.19,13.84,3.42,6.34,48.85
2596,綠意,建材營造業,5.95,26.96,39.96,0.52,6.11,69.3
3303,岱稜,其他電子業,5.95,21.69,38.05,2.16,5.42,34.56
6739,竹陞科技,其他,5.94,11.92,15.18,4.89,7.8,68.46
1733,五鼎,生技醫療業,5.94,5.27,11.13,1.32,6.33,57.74
2838,聯邦銀,金融保險業,5.93,13.06,31.74,0.9,6.09,32.76
2606,裕民,航運業,5.93,20.14,34.95,3.47,5.99,27.97
2383,台光電,電子零組件業,5.92,18.01,28.46,2.07,7.56,59.02
3083,網龍,文化創意業,5.92,18.34,38.91,1.38,6.69,27.74
2028,威致,鋼鐵工業,5.92,15.61,31.5,1.34,7.06,48.98
4772,台特化,其他,5.91,27.3,35.37,3.29,6.91,58.04
6272,驊陞,其他,5.91,13.87,29.27,2.23,7.99,23.18
00919,群益台灣精選高息,其他,5.9,12.52,25.03,1.11,7.94,56.74
6751,智聯服務,資訊服務業,5.9,8.52,22.17,2.63,7.07,27.16
3162,精確,電機機械,5.9,17.15,29.94,1.95,5.01,50.23
6139,亞翔,其他電子業,5.9,5.93,14.45,4.71,6.22,33.42
2729,瓦城,觀光餐旅,5.9,25.45,32.88,4.29,5.97,64.97
2901,欣欣,貿易百貨業,5.89,17.57,25.56,3.37,7.94,50.07
2034,允強,鋼鐵工業,5.89,6.41,24.5,0.92,7.02,27.38
00852L,國泰美國道瓊正2,其他,5.88,10.72,16.51,4.06,5.39,51.04
00903,富邦元宇宙,其他,5.88,17.77,25.97,2.07,6.31,64.84
3374,精材,半導體業,5.87,8.41,6.79,1.45,5.91,53.28
6512,啟發電,其他電子業,5.86,10.63,5.62,2.33,5.76,48.15
2402,毅嘉,電子零組件業,5.85,20.51,34.83,2.17,7.27,40.29
6753,龍德造船,航運業,5.85,19.14,36.75,2.37,5.72,27.41
8341,日友,綠能環保,5.85,8.13,19.61,1.01,5.35,58.84
2731,雄獅,觀光餐旅,5.85,11.06,29.75,0.9,7.94,35.39
1809,中釉,玻璃陶瓷,5.85,18.74,37.48,0.6,5.84,48.27
1201,味全,食品工業,5.85,5.61,12.76,2.6,6.51,43.71
8436,大江,生技醫療業,5.85,7.61,9.89,2.64,5.8,58.2
2364,倫飛,電腦及週邊設備業,5.84,24.22,39.85,4.98,7.29,39.68
00670L,富邦NASDAQ正2,其他,5.83,27.37,35.96,4.54,5.9,53.6
2459,敦吉,其他電子業,5.83,9.22,14.73,3.95,7.88,52.03
2457,飛宏,電子零組件業,5.83,9.81,21.97,3.72,7.5,24.37
3257,虹冠電,半導體業,5.82,23.44,38.99,4.62,6.16,37.11
8489,三貝德,其他業,5.82,6.77,19.29,1.77,5.53,43.38
00901,永豐智能車供應鏈,其他,5.81,26.52,39.89,1.48,5.37,69.71
00714,群益道瓊美國地產,其他,5.81,12.77,32.36,1.01,5.23,26.08
02001B,統一美國政府債N,其他,5.81,21.47,33.97,3.94,6.53,44.97
5243,乙盛-KY,光電業,5.81,17.39,32.27,1.4,5.13,55.31
5269,祥碩,半導體業,5.79,11.16,25.35,2.39,6.92,36.21
7738,東聯互動,其他,5.78,21.07,33.71,4.44,7.87,42.2
7751,竑騰,其他,5.78,10.32,21.86,0.84,7.3,63.83
8085,福華,其他電子業,5.78,12.04,25.35,4.99,7.88,23.09
6861,睿生光電,生技醫療業,5.78,5.16,11.15,0.95,5.53,66.47
00856B,永豐1-3年美公債,其他,5.78,10.9,22.61,3.63,7.1,30.43
00864B,中信美國公債0-1,其他,5.77,11.22,6.23,3.61,5.15,48.79
2208,台船,航運業,5.77,18.08,24.76,4.21,5.78,69.92
2064,晉椿,鋼鐵工業,5.76,21.45,34.39,1.94,6.32,61.69
00687C,國泰20年美債+櫃U,其他,5.76,22.98,38.87,2.07,6.01,44.22
3563,牧德,光電業,5.74,8.88,22.78,0.58,7.97,51.12
4726,永昕,生技醫療業,5.74,7.74,18.75,3.78,7.26,36.55
3611,鼎翰,電腦及週邊設備業,5.73,26.05,39.37,3.44,6.93,41.16
6225,天瀚,光電業,5.73,20.69,31.12,3.72,7.32,52.09
8390,金益鼎,綠能環保,5.71,19.29,26.86,3.01,6.28,64.5
4107,邦特,生技醫療業,5.71,14.52,30.51,2.82,6.58,33.73
1435,中福,其他業,5.7,18.06,37.79,0.78,7.29,43.99
00980B,台新特選IG債10+,其他,5.7,8.71,17.9,3.14,7.67,49.98
2527,宏璟,建材營造業,5.7,10.29,11.85,4.4,6.16,66.06
3523,迎輝,光電業,5.67,29.85,39.86,4.52,5.56,45.86
2476,鉅祥,電子零組件業,5.66,20.7,37.94,4.7,7.8,26.71
00963,中信全球高股息,其他,5.66,9.36,22.78,1.31,5.91,52.16
3580,友威科,其他電子業,5.65,10.87,21.19,3.45,6.48,45.32
4432,銘旺實,紡織纖維,5.65,8.56,23.09,2.96,6.66,38.18
8081,致新,半導體業,5.65,10.33,15.42,4.36,6.0,62.87
4164,承業醫,生技醫療業,5.63,19.76,33.15,1.81,5.97,61.89
6275,元山,電子零組件業,5.63,11.24,31.83,0.82,5.07,30.28
8101,華冠,通信網路業,5.62,5.78,6.94,2.04,7.83,35.2
1231,聯華食,食品工業,5.62,12.36,20.89,3.47,6.63,54.85
4123,晟德,生技醫療業,5.62,9.34,6.28,1.25,6.48,69.05
